,Time,value
95,2006-01-03 00:00:00,7254.75333
96,2006-01-03 00:30:00,7069.56833
97,2006-01-03 01:00:00,6853.235
98,2006-01-03 01:30:00,6521.88
99,2006-01-03 02:00:00,6255.02833
100,2006-01-03 02:30:00,6090.655
101,2006-01-03 03:00:00,6046.28333
102,2006-01-03 03:30:00,6035.49833
103,2006-01-03 04:00:00,6040.67667
104,2006-01-03 04:30:00,6143.955
105,2006-01-03 05:00:00,6316.1
106,2006-01-03 05:30:00,6706.71667
107,2006-01-03 06:00:00,7114.53
108,2006-01-03 06:30:00,7488.11833
109,2006-01-03 07:00:00,7939.335
110,2006-01-03 07:30:00,8431.57333
111,2006-01-03 08:00:00,8885.89667
112,2006-01-03 08:30:00,9354.92167
113,2006-01-03 09:00:00,9577.29
114,2006-01-03 09:30:00,9787.94
115,2006-01-03 10:00:00,9957.565
116,2006-01-03 10:30:00,10097.47167
117,2006-01-03 11:00:00,10197.69167
118,2006-01-03 11:30:00,10313.15
119,2006-01-03 12:00:00,10326.965
120,2006-01-03 12:30:00,10441.28333
121,2006-01-03 13:00:00,10536.01167
122,2006-01-03 13:30:00,10658.27
123,2006-01-03 14:00:00,10674.235
124,2006-01-03 14:30:00,10647.035
125,2006-01-03 15:00:00,10671.07667
126,2006-01-03 15:30:00,10642.90167
127,2006-01-03 16:00:00,10606.66833
128,2006-01-03 16:30:00,10439.75333
129,2006-01-03 17:00:00,10246.81
130,2006-01-03 17:30:00,9837.41167
131,2006-01-03 18:00:00,9631.52333
132,2006-01-03 18:30:00,9280.94667
133,2006-01-03 19:00:00,8988.575
134,2006-01-03 19:30:00,8951.84167
135,2006-01-03 20:00:00,8967.45667
136,2006-01-03 20:30:00,8740.82667
137,2006-01-03 21:00:00,8452.16833
138,2006-01-03 21:30:00,8436.54167
139,2006-01-03 22:00:00,8259.34667
140,2006-01-03 22:30:00,8184.60333
141,2006-01-03 23:00:00,8010.57667
142,2006-01-03 23:30:00,7780.86167
143,2006-01-04 00:00:00,7526.44167
144,2006-01-04 00:30:00,7340.255
145,2006-01-04 01:00:00,7113.48333
146,2006-01-04 01:30:00,6772.77
147,2006-01-04 02:00:00,6490.73167
148,2006-01-04 02:30:00,6332.30333
149,2006-01-04 03:00:00,6252.63333
150,2006-01-04 03:30:00,6232.96667
151,2006-01-04 04:00:00,6250.015
152,2006-01-04 04:30:00,6422.30833
153,2006-01-04 05:00:00,6609.35667
154,2006-01-04 05:30:00,6995.36333
155,2006-01-04 06:00:00,7333.25833
156,2006-01-04 06:30:00,7638.99833
157,2006-01-04 07:00:00,8009.26167
158,2006-01-04 07:30:00,8336.075
159,2006-01-04 08:00:00,8615.20333
160,2006-01-04 08:30:00,8957.15333
161,2006-01-04 09:00:00,9037.27667
162,2006-01-04 09:30:00,9102.865
163,2006-01-04 10:00:00,9115.16167
164,2006-01-04 10:30:00,9092.605
165,2006-01-04 11:00:00,9065.49667
166,2006-01-04 11:30:00,8938.875
167,2006-01-04 12:00:00,8949.79
168,2006-01-04 12:30:00,9016.86833
169,2006-01-04 13:00:00,8940.05667
170,2006-01-04 13:30:00,8884.26667
171,2006-01-04 14:00:00,8863.56167
172,2006-01-04 14:30:00,8838.27167
173,2006-01-04 15:00:00,8890.97333
174,2006-01-04 15:30:00,8917.07667
175,2006-01-04 16:00:00,8864.67667
176,2006-01-04 16:30:00,8871.46167
177,2006-01-04 17:00:00,8787.24833
178,2006-01-04 17:30:00,8569.93833
179,2006-01-04 18:00:00,8497.72167
180,2006-01-04 18:30:00,8284.92167
181,2006-01-04 19:00:00,8122.15333
182,2006-01-04 19:30:00,8243.82333
183,2006-01-04 20:00:00,8328.74
184,2006-01-04 20:30:00,8165.08667
185,2006-01-04 21:00:00,7936.01667
186,2006-01-04 21:30:00,8035.38333
187,2006-01-04 22:00:00,7928.495
188,2006-01-04 22:30:00,7931.40167
189,2006-01-04 23:00:00,7812.46667
190,2006-01-04 23:30:00,7629.6
191,2006-01-05 00:00:00,7467.54167
192,2006-01-05 00:30:00,7270.78833
193,2006-01-05 01:00:00,7066.65333
194,2006-01-05 01:30:00,6712.65667
195,2006-01-05 02:00:00,6408.31
196,2006-01-05 02:30:00,6189.755
197,2006-01-05 03:00:00,6086.95833
198,2006-01-05 03:30:00,6062.905
199,2006-01-05 04:00:00,6095.85667
200,2006-01-05 04:30:00,6240.735
201,2006-01-05 05:00:00,6446.30333
202,2006-01-05 05:30:00,6835.52333
203,2006-01-05 06:00:00,7209.67833
204,2006-01-05 06:30:00,7556.89833
205,2006-01-05 07:00:00,7944.99667
206,2006-01-05 07:30:00,8279.40167
207,2006-01-05 08:00:00,8449.71667
208,2006-01-05 08:30:00,8836.89667
209,2006-01-05 09:00:00,9030.35333
210,2006-01-05 09:30:00,9089.92667
211,2006-01-05 10:00:00,9145.73833
212,2006-01-05 10:30:00,9141.73833
213,2006-01-05 11:00:00,9103.31333
214,2006-01-05 11:30:00,9081.44
215,2006-01-05 12:00:00,9034.89667
216,2006-01-05 12:30:00,9059.28333
217,2006-01-05 13:00:00,9018.345
218,2006-01-05 13:30:00,8929.175
219,2006-01-05 14:00:00,8952.62167
220,2006-01-05 14:30:00,8909.26833
221,2006-01-05 15:00:00,8913.96
222,2006-01-05 15:30:00,8908.565
223,2006-01-05 16:00:00,8983.31167
224,2006-01-05 16:30:00,9001.805
225,2006-01-05 17:00:00,9044.885
226,2006-01-05 17:30:00,8876.29833
227,2006-01-05 18:00:00,8771.89167
228,2006-01-05 18:30:00,8593.185
229,2006-01-05 19:00:00,8478.74
230,2006-01-05 19:30:00,8480.69333
231,2006-01-05 20:00:00,8542.62333
232,2006-01-05 20:30:00,8241.53833
233,2006-01-05 21:00:00,8009.84333
234,2006-01-05 21:30:00,8074.20167
235,2006-01-05 22:00:00,7824.55833
236,2006-01-05 22:30:00,7955.73833
237,2006-01-05 23:00:00,7842.08167
238,2006-01-05 23:30:00,7728.87333
239,2006-01-06 00:00:00,7536.12333
240,2006-01-06 00:30:00,7351.495
241,2006-01-06 01:00:00,7075.27167
242,2006-01-06 01:30:00,6745.605
243,2006-01-06 02:00:00,6373.425
244,2006-01-06 02:30:00,6193.19333
245,2006-01-06 03:00:00,6100.96833
246,2006-01-06 03:30:00,6103.505
247,2006-01-06 04:00:00,6135.67
248,2006-01-06 04:30:00,6273.98667
249,2006-01-06 05:00:00,6468.90667
250,2006-01-06 05:30:00,6869.505
251,2006-01-06 06:00:00,7231.08167
252,2006-01-06 06:30:00,7570.15667
253,2006-01-06 07:00:00,7925.63667
254,2006-01-06 07:30:00,8362.99667
255,2006-01-06 08:00:00,8703.20833
256,2006-01-06 08:30:00,9049.52
257,2006-01-06 09:00:00,9208.065
258,2006-01-06 09:30:00,9353.45167
259,2006-01-06 10:00:00,9393.59667
260,2006-01-06 10:30:00,9349.065
261,2006-01-06 11:00:00,9449.09667
262,2006-01-06 11:30:00,9434.12167
263,2006-01-06 12:00:00,9479.70667
264,2006-01-06 12:30:00,9507.17167
265,2006-01-06 13:00:00,9518.45833
266,2006-01-06 13:30:00,9541.34833
267,2006-01-06 14:00:00,9589.825
268,2006-01-06 14:30:00,9611.14
269,2006-01-06 15:00:00,9612.58667
270,2006-01-06 15:30:00,9673.71
271,2006-01-06 16:00:00,9618.33
272,2006-01-06 16:30:00,9555.03
273,2006-01-06 17:00:00,9404.53667
274,2006-01-06 17:30:00,9104.795
275,2006-01-06 18:00:00,8928.02667
276,2006-01-06 18:30:00,8689.27
277,2006-01-06 19:00:00,8530.55333
278,2006-01-06 19:30:00,8474.36333
279,2006-01-06 20:00:00,8452.73833
280,2006-01-06 20:30:00,8276.66167
281,2006-01-06 21:00:00,8018.165
282,2006-01-06 21:30:00,8142.41167
283,2006-01-06 22:00:00,8091.98
284,2006-01-06 22:30:00,8142.59667
285,2006-01-06 23:00:00,7995.39167
286,2006-01-06 23:30:00,7819.59
287,2006-01-07 00:00:00,7619.9
288,2006-01-07 00:30:00,7390.98
289,2006-01-07 01:00:00,7084.75833
290,2006-01-07 01:30:00,6742.41333
291,2006-01-07 02:00:00,6433.325
292,2006-01-07 02:30:00,6251.47333
293,2006-01-07 03:00:00,6110.9
294,2006-01-07 03:30:00,6035.61167
295,2006-01-07 04:00:00,5979.96667
296,2006-01-07 04:30:00,6094.54167
297,2006-01-07 05:00:00,6165.06833
298,2006-01-07 05:30:00,6216.08833
299,2006-01-07 06:00:00,6366.43333
300,2006-01-07 06:30:00,6640.70667
301,2006-01-07 07:00:00,7005.09
302,2006-01-07 07:30:00,7439.02333
303,2006-01-07 08:00:00,7846.22333
304,2006-01-07 08:30:00,8219.12667
305,2006-01-07 09:00:00,8341.635
306,2006-01-07 09:30:00,8530.06333
307,2006-01-07 10:00:00,8541.365
308,2006-01-07 10:30:00,8539.335
309,2006-01-07 11:00:00,8508.52833
310,2006-01-07 11:30:00,8447.73667
311,2006-01-07 12:00:00,8441.68833
312,2006-01-07 12:30:00,8412.95167
313,2006-01-07 13:00:00,8361.135
314,2006-01-07 13:30:00,8283.93
315,2006-01-07 14:00:00,8215.245
316,2006-01-07 14:30:00,8203.15
317,2006-01-07 15:00:00,8249.59
318,2006-01-07 15:30:00,8274.58333
319,2006-01-07 16:00:00,8309.725
320,2006-01-07 16:30:00,8155.98833
321,2006-01-07 17:00:00,8190.38333
322,2006-01-07 17:30:00,8149.09333
323,2006-01-07 18:00:00,8094.035
324,2006-01-07 18:30:00,8024.53333
325,2006-01-07 19:00:00,7856.85667
326,2006-01-07 19:30:00,7899.585
327,2006-01-07 20:00:00,8134.78
328,2006-01-07 20:30:00,7995.06
329,2006-01-07 21:00:00,7925.40333
330,2006-01-07 21:30:00,7820.63
331,2006-01-07 22:00:00,7730.66
332,2006-01-07 22:30:00,7744.665
333,2006-01-07 23:00:00,7489.53833
334,2006-01-07 23:30:00,7282.68833
335,2006-01-08 00:00:00,7075.85167
336,2006-01-08 00:30:00,6886.97
337,2006-01-08 01:00:00,6658.70833
338,2006-01-08 01:30:00,6384.72
339,2006-01-08 02:00:00,6129.59833
340,2006-01-08 02:30:00,6047.925
341,2006-01-08 03:00:00,5925.18167
342,2006-01-08 03:30:00,5897.14
343,2006-01-08 04:00:00,5841.69333
344,2006-01-08 04:30:00,5892.83667
345,2006-01-08 05:00:00,5884.89167
346,2006-01-08 05:30:00,6000.27667
347,2006-01-08 06:00:00,6098.82667
348,2006-01-08 06:30:00,6305.275
349,2006-01-08 07:00:00,6651.26667
350,2006-01-08 07:30:00,6960.22667
351,2006-01-08 08:00:00,7359.755
352,2006-01-08 08:30:00,7672.97833
353,2006-01-08 09:00:00,7885.53833
354,2006-01-08 09:30:00,8180.59167
355,2006-01-08 10:00:00,8207.2
356,2006-01-08 10:30:00,8314.55333
357,2006-01-08 11:00:00,8315.545
358,2006-01-08 11:30:00,8479.37833
359,2006-01-08 12:00:00,8396.08
360,2006-01-08 12:30:00,8425.475
361,2006-01-08 13:00:00,8376.13167
362,2006-01-08 13:30:00,8362.39
363,2006-01-08 14:00:00,8414.84
364,2006-01-08 14:30:00,8427.64167
365,2006-01-08 15:00:00,8471.81167
366,2006-01-08 15:30:00,8488.78167
367,2006-01-08 16:00:00,8470.81333
368,2006-01-08 16:30:00,8375.91
369,2006-01-08 17:00:00,8446.94333
370,2006-01-08 17:30:00,8441.77667
371,2006-01-08 18:00:00,8427.52
372,2006-01-08 18:30:00,8326.58833
373,2006-01-08 19:00:00,8305.4
374,2006-01-08 19:30:00,8293.49833
375,2006-01-08 20:00:00,8504.99667
376,2006-01-08 20:30:00,8269.035
377,2006-01-08 21:00:00,8039.49
378,2006-01-08 21:30:00,7934.64167
379,2006-01-08 22:00:00,7760.47667
380,2006-01-08 22:30:00,7768.79
381,2006-01-08 23:00:00,7495.17333
382,2006-01-08 23:30:00,7251.59833
383,2006-01-09 00:00:00,7091.32833
384,2006-01-09 00:30:00,6887.23833
385,2006-01-09 01:00:00,6693.86667
386,2006-01-09 01:30:00,6438.89833
387,2006-01-09 02:00:00,6262.655
388,2006-01-09 02:30:00,6127.32167
389,2006-01-09 03:00:00,6106.93667
390,2006-01-09 03:30:00,6045.60667
391,2006-01-09 04:00:00,6159.0
392,2006-01-09 04:30:00,6357.79167
393,2006-01-09 05:00:00,6657.63833
394,2006-01-09 05:30:00,7141.33
395,2006-01-09 06:00:00,7609.635
396,2006-01-09 06:30:00,7991.81833
397,2006-01-09 07:00:00,8429.16833
398,2006-01-09 07:30:00,8828.15833
399,2006-01-09 08:00:00,9164.19167
400,2006-01-09 08:30:00,9566.97333
401,2006-01-09 09:00:00,9741.02833
402,2006-01-09 09:30:00,9898.785
403,2006-01-09 10:00:00,9944.21
404,2006-01-09 10:30:00,9977.89
405,2006-01-09 11:00:00,10082.79667
406,2006-01-09 11:30:00,10209.87167
407,2006-01-09 12:00:00,10186.90167
408,2006-01-09 12:30:00,10274.37667
409,2006-01-09 13:00:00,10373.41333
410,2006-01-09 13:30:00,10426.63667
411,2006-01-09 14:00:00,10429.025
412,2006-01-09 14:30:00,10488.28333
413,2006-01-09 15:00:00,10555.83333
414,2006-01-09 15:30:00,10614.42167
415,2006-01-09 16:00:00,10643.02833
416,2006-01-09 16:30:00,10569.46333
417,2006-01-09 17:00:00,10489.02833
418,2006-01-09 17:30:00,10163.96167
419,2006-01-09 18:00:00,10011.16667
420,2006-01-09 18:30:00,9708.81667
421,2006-01-09 19:00:00,9455.24167
422,2006-01-09 19:30:00,9401.43167
423,2006-01-09 20:00:00,9529.16333
424,2006-01-09 20:30:00,9407.88333
425,2006-01-09 21:00:00,9103.145
426,2006-01-09 21:30:00,9141.86833
427,2006-01-09 22:00:00,8817.46
428,2006-01-09 22:30:00,8711.73333
429,2006-01-09 23:00:00,8408.38667
430,2006-01-09 23:30:00,8214.64333
431,2006-01-10 00:00:00,7968.13667
432,2006-01-10 00:30:00,7701.34667
433,2006-01-10 01:00:00,7441.50333
434,2006-01-10 01:30:00,7095.89833
435,2006-01-10 02:00:00,6778.66333
436,2006-01-10 02:30:00,6611.19167
437,2006-01-10 03:00:00,6493.04667
438,2006-01-10 03:30:00,6493.35
439,2006-01-10 04:00:00,6529.87
440,2006-01-10 04:30:00,6707.39333
441,2006-01-10 05:00:00,6928.72
442,2006-01-10 05:30:00,7392.14667
443,2006-01-10 06:00:00,7968.85333
444,2006-01-10 06:30:00,8396.61
445,2006-01-10 07:00:00,8898.98
446,2006-01-10 07:30:00,9400.79167
447,2006-01-10 08:00:00,9825.81833
448,2006-01-10 08:30:00,10211.9
449,2006-01-10 09:00:00,10465.875
450,2006-01-10 09:30:00,10656.65
451,2006-01-10 10:00:00,10841.61333
452,2006-01-10 10:30:00,10885.42
453,2006-01-10 11:00:00,11022.21167
454,2006-01-10 11:30:00,11051.68833
455,2006-01-10 12:00:00,11197.19
456,2006-01-10 12:30:00,11395.61667
457,2006-01-10 13:00:00,11561.43333
458,2006-01-10 13:30:00,11612.72167
459,2006-01-10 14:00:00,11693.57
460,2006-01-10 14:30:00,11678.18167
461,2006-01-10 15:00:00,11870.86333
462,2006-01-10 15:30:00,12073.96667
463,2006-01-10 16:00:00,12174.29
464,2006-01-10 16:30:00,12064.125
465,2006-01-10 17:00:00,12005.8
466,2006-01-10 17:30:00,11645.93333
467,2006-01-10 18:00:00,11456.52
468,2006-01-10 18:30:00,11145.26667
469,2006-01-10 19:00:00,10928.77833
470,2006-01-10 19:30:00,10762.895
471,2006-01-10 20:00:00,10885.82833
472,2006-01-10 20:30:00,10599.50667
473,2006-01-10 21:00:00,10278.97833
474,2006-01-10 21:30:00,10154.92333
475,2006-01-10 22:00:00,9734.535
476,2006-01-10 22:30:00,9527.72833
477,2006-01-10 23:00:00,9182.89833
478,2006-01-10 23:30:00,8824.56667
479,2006-01-11 00:00:00,8546.38333
480,2006-01-11 00:30:00,8228.865
481,2006-01-11 01:00:00,7918.94833
482,2006-01-11 01:30:00,7492.29333
483,2006-01-11 02:00:00,7186.94167
484,2006-01-11 02:30:00,7013.01667
485,2006-01-11 03:00:00,6869.14
486,2006-01-11 03:30:00,6871.41333
487,2006-01-11 04:00:00,6850.93167
488,2006-01-11 04:30:00,7083.42
489,2006-01-11 05:00:00,7270.34
490,2006-01-11 05:30:00,7691.31
491,2006-01-11 06:00:00,8258.09833
492,2006-01-11 06:30:00,8816.51833
493,2006-01-11 07:00:00,9451.045
494,2006-01-11 07:30:00,10055.10667
495,2006-01-11 08:00:00,10679.74
496,2006-01-11 08:30:00,11269.90167
497,2006-01-11 09:00:00,11582.97
498,2006-01-11 09:30:00,11853.22
499,2006-01-11 10:00:00,11953.41333
500,2006-01-11 10:30:00,11953.21667
501,2006-01-11 11:00:00,12093.25
502,2006-01-11 11:30:00,12138.43667
503,2006-01-11 12:00:00,12221.795
504,2006-01-11 12:30:00,12173.45
505,2006-01-11 13:00:00,11920.73
506,2006-01-11 13:30:00,11687.80167
507,2006-01-11 14:00:00,11706.93833
508,2006-01-11 14:30:00,11687.32833
509,2006-01-11 15:00:00,11715.50833
510,2006-01-11 15:30:00,11654.835
511,2006-01-11 16:00:00,11478.11333
512,2006-01-11 16:30:00,11198.715
513,2006-01-11 17:00:00,10926.51167
514,2006-01-11 17:30:00,10502.005
515,2006-01-11 18:00:00,10190.83
516,2006-01-11 18:30:00,9916.47833
517,2006-01-11 19:00:00,9696.05167
518,2006-01-11 19:30:00,9596.94833
519,2006-01-11 20:00:00,9490.96
520,2006-01-11 20:30:00,9256.48833
521,2006-01-11 21:00:00,8957.9
522,2006-01-11 21:30:00,8986.30167
523,2006-01-11 22:00:00,8693.545
524,2006-01-11 22:30:00,8552.95833
525,2006-01-11 23:00:00,8352.73833
526,2006-01-11 23:30:00,8143.235
527,2006-01-12 00:00:00,7934.73167
528,2006-01-12 00:30:00,7683.26
529,2006-01-12 01:00:00,7504.84167
530,2006-01-12 01:30:00,7098.025
531,2006-01-12 02:00:00,6797.4
532,2006-01-12 02:30:00,6629.18167
533,2006-01-12 03:00:00,6575.35667
534,2006-01-12 03:30:00,6574.69333
535,2006-01-12 04:00:00,6589.035
536,2006-01-12 04:30:00,6755.74833
537,2006-01-12 05:00:00,6979.26167
538,2006-01-12 05:30:00,7469.35167
539,2006-01-12 06:00:00,7974.32
540,2006-01-12 06:30:00,8370.75333
541,2006-01-12 07:00:00,8852.995
542,2006-01-12 07:30:00,9200.17
543,2006-01-12 08:00:00,9555.24667
544,2006-01-12 08:30:00,9867.885
545,2006-01-12 09:00:00,10059.465
546,2006-01-12 09:30:00,10175.45833
547,2006-01-12 10:00:00,10279.77833
548,2006-01-12 10:30:00,10213.09833
549,2006-01-12 11:00:00,10294.375
550,2006-01-12 11:30:00,10258.73333
551,2006-01-12 12:00:00,10399.45167
552,2006-01-12 12:30:00,10481.04667
553,2006-01-12 13:00:00,10553.39667
554,2006-01-12 13:30:00,10640.575
555,2006-01-12 14:00:00,10684.825
556,2006-01-12 14:30:00,10699.23333
557,2006-01-12 15:00:00,10739.89667
558,2006-01-12 15:30:00,10858.03167
559,2006-01-12 16:00:00,10857.22167
560,2006-01-12 16:30:00,10757.78333
561,2006-01-12 17:00:00,10658.705
562,2006-01-12 17:30:00,10405.95833
563,2006-01-12 18:00:00,10196.33833
564,2006-01-12 18:30:00,9977.29833
565,2006-01-12 19:00:00,9794.11
566,2006-01-12 19:30:00,9751.15833
567,2006-01-12 20:00:00,9826.17833
568,2006-01-12 20:30:00,9582.45167
569,2006-01-12 21:00:00,9248.37167
570,2006-01-12 21:30:00,9248.655
571,2006-01-12 22:00:00,8966.40667
572,2006-01-12 22:30:00,8895.64833
573,2006-01-12 23:00:00,8615.16167
574,2006-01-12 23:30:00,8361.71833
575,2006-01-13 00:00:00,8104.87333
576,2006-01-13 00:30:00,7881.27
577,2006-01-13 01:00:00,7559.355
578,2006-01-13 01:30:00,7240.975
579,2006-01-13 02:00:00,6826.03833
580,2006-01-13 02:30:00,6722.24333
581,2006-01-13 03:00:00,6593.00667
582,2006-01-13 03:30:00,6581.405
583,2006-01-13 04:00:00,6617.17333
584,2006-01-13 04:30:00,6853.485
585,2006-01-13 05:00:00,7103.69833
586,2006-01-13 05:30:00,7571.07
587,2006-01-13 06:00:00,8042.76167
588,2006-01-13 06:30:00,8533.40667
589,2006-01-13 07:00:00,9018.78
590,2006-01-13 07:30:00,9435.81667
591,2006-01-13 08:00:00,9753.085
592,2006-01-13 08:30:00,9995.405
593,2006-01-13 09:00:00,10158.94667
594,2006-01-13 09:30:00,10234.66833
595,2006-01-13 10:00:00,10301.34
596,2006-01-13 10:30:00,10256.765
597,2006-01-13 11:00:00,10248.72167
598,2006-01-13 11:30:00,10108.365
599,2006-01-13 12:00:00,10101.09333
600,2006-01-13 12:30:00,10160.4
601,2006-01-13 13:00:00,10142.70833
602,2006-01-13 13:30:00,10081.565
603,2006-01-13 14:00:00,10055.03167
604,2006-01-13 14:30:00,10025.45
605,2006-01-13 15:00:00,9973.00667
606,2006-01-13 15:30:00,9977.00833
607,2006-01-13 16:00:00,9917.12833
608,2006-01-13 16:30:00,9817.52
609,2006-01-13 17:00:00,9681.22833
610,2006-01-13 17:30:00,9395.62
611,2006-01-13 18:00:00,9248.5
612,2006-01-13 18:30:00,9046.13167
613,2006-01-13 19:00:00,8951.65167
614,2006-01-13 19:30:00,8939.34667
615,2006-01-13 20:00:00,8894.27833
616,2006-01-13 20:30:00,8680.17167
617,2006-01-13 21:00:00,8458.415
618,2006-01-13 21:30:00,8583.37333
619,2006-01-13 22:00:00,8159.505
620,2006-01-13 22:30:00,8346.03333
621,2006-01-13 23:00:00,8319.69833
622,2006-01-13 23:30:00,8117.83333
623,2006-01-14 00:00:00,7871.83
624,2006-01-14 00:30:00,7628.16333
625,2006-01-14 01:00:00,7315.9
626,2006-01-14 01:30:00,6970.53833
627,2006-01-14 02:00:00,6673.77833
628,2006-01-14 02:30:00,6476.905
629,2006-01-14 03:00:00,6348.48333
630,2006-01-14 03:30:00,6256.08833
631,2006-01-14 04:00:00,6292.35333
632,2006-01-14 04:30:00,6357.12833
633,2006-01-14 05:00:00,6430.63833
634,2006-01-14 05:30:00,6561.9
635,2006-01-14 06:00:00,6742.74167
636,2006-01-14 06:30:00,7042.645
637,2006-01-14 07:00:00,7403.44833
638,2006-01-14 07:30:00,7870.49333
639,2006-01-14 08:00:00,8244.20333
640,2006-01-14 08:30:00,8753.43167
641,2006-01-14 09:00:00,8925.34333
642,2006-01-14 09:30:00,9171.755
643,2006-01-14 10:00:00,9260.625
644,2006-01-14 10:30:00,9353.99333
645,2006-01-14 11:00:00,9463.53333
646,2006-01-14 11:30:00,9474.88333
647,2006-01-14 12:00:00,9692.045
648,2006-01-14 12:30:00,9841.965
649,2006-01-14 13:00:00,9945.71667
650,2006-01-14 13:30:00,10133.40333
651,2006-01-14 14:00:00,10236.615
652,2006-01-14 14:30:00,10358.89333
653,2006-01-14 15:00:00,10466.14167
654,2006-01-14 15:30:00,10567.005
655,2006-01-14 16:00:00,10652.51833
656,2006-01-14 16:30:00,10531.83167
657,2006-01-14 17:00:00,10495.68667
658,2006-01-14 17:30:00,10341.88333
659,2006-01-14 18:00:00,10080.85667
660,2006-01-14 18:30:00,9793.295
661,2006-01-14 19:00:00,9547.13333
662,2006-01-14 19:30:00,9528.29
663,2006-01-14 20:00:00,9508.77333
664,2006-01-14 20:30:00,9210.94333
665,2006-01-14 21:00:00,8924.90167
666,2006-01-14 21:30:00,8844.21833
667,2006-01-14 22:00:00,8553.355
668,2006-01-14 22:30:00,8442.52667
669,2006-01-14 23:00:00,8106.87667
670,2006-01-14 23:30:00,7823.99333
671,2006-01-15 00:00:00,7550.03667
672,2006-01-15 00:30:00,7305.35
673,2006-01-15 01:00:00,7060.81167
674,2006-01-15 01:30:00,6753.265
675,2006-01-15 02:00:00,6505.17667
676,2006-01-15 02:30:00,6305.635
